OTU	Adenoma1.2065.S1.L001	Adenoma10.2757.S10.L001	Adenoma11.2775.S11.L001	Adenoma12.2799.S12.L001	Adenoma13.2803.S13.L001	Adenoma14.2817.S14.L001	Adenoma15.2847.S15.L001	Adenoma16.2873.S16.L001	Adenoma17.2937.S17.L001	Adenoma18.2967.S18.L001	Adenoma19.2971.S19.L001	Adenoma2.2113.S2.L001	Adenoma20.2995.S20.L001	Adenoma21.3129.S21.L001	Adenoma22.3133.S22.L001	Adenoma23.3141.S23.L001	Adenoma24.3217.S24.L001	Adenoma25.3273.S25.L001	Adenoma26.3373.S26.L001	Adenoma27.3379.S27.L001	Adenoma28.3391.S28.L001	Adenoma29.3399.S29.L001	Adenoma3.2123.S3.L001	Adenoma30.3509.S30.L001	Adenoma4.2143.S4.L001	Adenoma5.2243.S5.L001	Adenoma6.2453.S6.L001	Adenoma7.2475.S7.L001	Adenoma8.2555.S8.L001	Adenoma9.2717.S9.L001	Cancer1.2355.S61.L001	Cancer10.2567.S70.L001	Cancer11.2573.S71.L001	Cancer12.2575.S72.L001	Cancer13.2579.S73.L001	Cancer14.2611.S74.L001	Cancer15.2613.S75.L001	Cancer16.2619.S76.L001	Cancer17.2625.S77.L001	Cancer18.2629.S78.L001	Cancer19.2633.S79.L001	Cancer2.2455.S62.L001	Cancer20.2667.S80.L001	Cancer21.2671.S81.L001	Cancer22.2703.S82.L001	Cancer23.2705.S83.L001	Cancer24.2727.S84.L001	Cancer25.2735.S85.L001	Cancer26.2763.S86.L001	Cancer27.2771.S87.L001	Cancer28.2777.S88.L001	Cancer29.2801.S89.L001	Cancer3.2513.S63.L001	Cancer30.2863.S90.L001	Cancer4.2521.S64.L001	Cancer5.2523.S65.L001	Cancer6.2535.S66.L001	Cancer7.2537.S67.L001	Cancer8.2543.S68.L001	Cancer9.2547.S69.L001	Healthy1.2027.S31.L001	Healthy10.3087.S40.L001	Healthy11.3123.S41.L001	Healthy12.3211.S42.L001	Healthy13.3241.S43.L001	Healthy14.3245.S44.L001	Healthy15.3247.S45.L001	Healthy16.3251.S46.L001	Healthy17.3257.S47.L001	Healthy18.3293.S48.L001	Healthy19.3339.S49.L001	Healthy2.2779.S32.L001	Healthy20.3341.S50.L001	Healthy21.3347.S51.L001	Healthy22.3363.S52.L001	Healthy23.3367.S53.L001	Healthy24.3403.S54.L001	Healthy25.3405.S55.L001	Healthy26.3407.S56.L001	Healthy27.3439.S57.L001	Healthy28.3499.S58.L001	Healthy29.3529.S59.L001	Healthy3.3021.S33.L001	Healthy30.3291.66.S60.L001	Healthy4.3023.S34.L001	Healthy5.3043.S35.L001	Healthy6.3061.S36.L001	Healthy7.3063.S37.L001	Healthy8.3073.S38.L001	Healthy9.3075.S39.L001
otu173	0	3	1	0	21	34	3	0	0	0	60	11	532	2	8	0	56	12	97	72	2	32	0	0	0	4	1	1	2	28	238	249	9	227	21	283	12	57	0	74	0	4	21	0	3	0	81	1	0	0	89	5	157	0	140	496	191	0	118	5	272	0	9	2	547	86	39	0	17	94	15	72	31	3	15	1	45	74	112	18	226	5	100	507	100	21	0	0	15	22
otu174	1	240	3	9	19	3	0	1	0	3	4	6	2	19	6	3	6	1	15	166	16	120	29	0	1	16	106	6	11	68	5	1	2	5	0	30	1	14	172	15	0	1	40	0	38	0	150	2	3	1	225	1	511	6	25	1	29	0	46	0	163	116	0	40	2	3	36	0	9	2	447	110	1	2	28	0	31	19	140	154	133	12	8	2	20	0	0	271	2	16
otu175	7	943	117	0	5	29	3	14	45	33	10	4	0	39	74	8	0	1	463	345	412	63	70	0	0	30	0	9	126	1	6	0	5	1	25	66	146	27	120	551	1	228	29	36	217	0	126	11	5	175	43	8	445	20	34	0	22	0	65	3	29	104	11	0	4	5	66	0	5	18	228	302	2	119	8	0	243	0	273	157	95	40	24	9	12	256	0	0	69	114
otu176	1	0	0	68	0	6	0	24	0	0	2	3	0	1	0	1	5	0	1	3	0	0	2	0	2	0	0	4	2	6	10	0	0	9	0	0	0	10	2	1	56	5	1	0	1	2	3	0	7	0	2	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	2	5	0	0	0	3	0	2	7	0	7	0	1	10	0	1	0	0	0	2	1	2	0	0
otu177	276	1327	1042	942	204	551	754	1	1104	3	596	2	387	40	1260	256	393	2490	843	709	2	0	1332	496	2	120	2	935	682	295	800	114	2	2499	417	456	558	2751	774	428	4	3	1097	269	1	3	446	1	0	1	171	1	1	1354	3	1	117	2	50	128	217	2	2	1202	887	1	0	0	316	349	523	220	1135	3369	13	1066	86	600	3	2	381	1239	3	707	68	787	457	4	1	3
otu178	0	0	0	0	0	0	0	6	0	0	0	109	0	0	15	0	3	43	0	36	343	0	0	0	0	69	0	0	1	0	0	4	0	0	53	37	0	0	120	1	0	0	237	0	0	0	0	0	0	0	0	0	0	119	150	0	66	0	0	0	0	0	0	0	2	0	256	0	0	0	374	9	0	0	2	0	1	0	0	0	0	17	0	0	58	0	0	0	0	0
otu179	0	1	0	0	61	5	73	20	92	0	15	190	0	69	10	2	126	87	121	0	380	462	1	2	0	12	0	0	79	314	0	14	0	88	1	488	98	0	169	76	0	272	982	3	19	1	109	0	0	0	1102	9	977	287	142	0	27	0	24	1	806	100	0	10	0	30	22	0	89	88	61	53	27	7	5	255	853	0	0	588	73	7	96	484	54	490	0	0	65	1
otu180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	1	1	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	575	0	0	0	2	0	78	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0
otu181	21	236	223	754	39	33	23	3	193	1922	49	26	101	4	57	17	36	24	10	8	19	320	35	3	10	8	4288	65	1269	7	44	9	448	47	22	50	46	59	285	64	19	2	40	9	29	3144	8	854	132	341	4	297	33	53	261	197	37	549	50	82	69	7	97	195	718	12	19	91	52	38	54	0	8	33	13	4	39	41	51	645	25	111	115	28	374	1	28	484	2	11
otu182	330	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	13	62	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	33	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	35	0	0	0	0	0	0	0	85	0	0	0	0	0	21	27	0	0	0	1	0	0	0	0	0	1	178	0	11	0	0	0	0	0	0
otu184	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	33	55	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	2	0	0	0	29	28	0	0	0	0	0	0	0	0	0
otu185	9	0	2	8	29	0	2	2	0	196	0	0	1	10	1	4	0	18	0	0	0	0	0	94	1	0	52	1	3	0	60	1	28	8	116	0	0	2	0	27	3	36	0	0	4	1	3	379	0	4	0	0	3	14	0	0	5	3	1	0	1	1	3	72	0	1	2	0	1	0	198	4	0	1	2	0	497	568	0	0	1	0	0	1	0	8	0	393	0	0
otu186	4	0	1	0	3	0	0	0	0	51	0	0	0	0	0	0	0	4	0	0	0	0	0	26	0	0	13	0	1	0	11	0	26	0	34	0	0	0	0	4	0	5	0	0	1	1	0	80	0	0	0	0	0	5	0	0	0	0	12	0	0	0	0	19	0	0	0	0	0	0	42	0	0	0	0	0	102	165	0	0	0	0	0	0	0	0	1	85	0	0
otu187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
otu188	0	0	0	806	1	1	0	63	1	0	0	1	0	33	2	1	0	0	1	3	1	3	0	0	3	0	7	4	0	0	6	1	7	0	0	0	0	5	0	1	1	0	0	0	0	4	12	0	0	0	1	2	17	0	0	0	1	0	8	0	1	0	12	5	0	5	0	10	2	0	0	4	0	0	172	0	0	6	3	9	10	6	8	1	1	2	0	14	3	1
otu189	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	1	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu190	0	2	1	260	0	11	18	69	10	3	3	0	0	14	1	10	0	1	0	16	0	2	1	1	3	0	5	4	1	0	7	1	1	20	1	0	2	1	0	0	67	29	2	0	3	4	12	1	5	0	0	11	9	6	1	0	0	0	22	5	1	0	6	9	0	3	8	1	3	0	0	6	0	1	12	1	0	8	10	14	0	3	14	3	0	2	0	18	1	0
otu191	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	95	0	0	0	0	0	0	1961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu192	0	0	0	188	0	2	1	4	0	0	1	0	0	21	1	0	0	0	0	9	0	0	1	2	0	0	1	0	2	4	1	0	0	4	0	0	0	0	0	0	10	1	0	0	0	0	0	0	17	0	0	7	0	0	0	1	0	0	6	0	3	0	0	0	0	1	2	5	1	0	0	0	0	0	24	0	0	3	1	2	0	1	2	4	0	0	0	0	1	1
otu193	7	0	3	11	7	4	0	0	0	68	16	17	0	2	0	3	0	5	0	1	1	0	0	39	1	0	20	1	0	0	21	0	9	239	42	0	0	51	0	12	7	20	0	0	5	2	0	147	2	2	0	0	0	6	1	3	1	1	2	0	0	2	0	25	1	1	1	2	1	0	64	0	0	5	30	0	162	326	1	0	0	2	0	19	0	1	0	144	0	0
otu194	0	0	5	17	8	9	0	70	1	0	1	4	1	2	0	0	4	0	3	2	0	12	0	0	0	0	5	2	0	6	0	0	0	5	0	0	0	4	0	1	7	10	1	0	0	2	1	0	5	1	0	1	0	2	0	0	0	12	3	1	3	0	6	17	5	0	14	0	9	1	2	0	7	0	124	0	1	0	1	4	0	4	0	3	1	10	1	1	0	1
otu195	4	131	642	2888	263	242	30	1560	245	16	131	150	82	961	58	128	119	0	109	133	11	1034	24	7	93	11	324	50	37	156	79	32	27	774	9	0	2	301	23	45	1502	420	9	0	27	143	416	6	287	82	1	633	32	147	32	5	72	658	211	56	84	4	679	782	83	18	389	21	611	1	5	12	221	33	2802	52	69	184	76	206	30	106	19	124	82	805	43	150	22	60
otu196	0	0	0	126	0	0	5	2	0	2	3	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	3	0	6	0	0	0	5	0	0	0	1	0	1	19	2	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	1	0	0	2	0	0	2	0	0	3	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	1	0	1	0	1
otu197	0	0	2	843	0	4	0	3	0	0	0	0	1	0	101	51	147	12	3	9	0	0	0	0	0	11	0	111	0	58	47	2	0	0	0	0	0	0	0	62	0	0	16	6	0	0	90	0	0	0	13	0	0	12	0	0	9	0	1	0	0	23	0	0	0	1	40	0	0	7	3	132	0	10	4	6	0	0	0	77	35	12	5	12	54	1	0	0	1	0
otu198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu199	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	68	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
otu200	50	22	1	1	36	221	0	1	27	199	110	4	18	10	1	1609	0	231	0	1	38	3	1	13	2	61	13	0	2	0	0	48	76	0	3	40	14	9	2	1	0	1	3	16	0	17	21	16	1212	12	1	13	8	39	263	3	32	0	2	5	1	222	20	0	0	21	631	0	6	0	30	60	0	0	10	0	0	0	0	0	24	28	43	65	263	154	4	1	1	1
otu201	8	64	5	29	1	29	0	338	10	0	4	1	0	0	2	66	372	0	5	27	0	1	7	5	8	0	0	521	4	7	79	11	0	0	1	3	1	64	3	9	7689	2	2	2	2	2	18	8	41	1	0	2	0	0	3	2	17	0	3	0	30	3	10	0	36	1	43	5	6	0	22	86	0	0	0	0	10	0	0	1	0	1	0	125	1	70	0	0	0	0
otu202	0	36	0	16	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	1	0	4	5	0	0	4	0	0	0	0	0	0	7	0	6	84	0	1	0	0	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	1	0	0	0	2	70	0	0	16	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
otu203	0	560	16	11	0	27	4	65	2	1	1	0	0	0	1	34	24	0	3	73	0	0	0	8	28	0	1	9	0	0	8	21	0	1	1	0	0	31	0	520	162	1	1	0	0	0	9	0	87	0	0	1	3	8	0	0	3	0	0	0	31	3	205	0	7	0	11	31	6	0	6	193	0	0	46	1	0	0	0	6	6	2	2	190	3	34	0	0	0	0
otu204	0	161	2	0	0	10	0	14	1	0	0	0	0	1	2	16	37	4	1	27	1	0	3	2	8	0	0	110	0	1	72	0	1	0	2	1	0	5	0	154	69	24	0	0	1	3	6	0	15	0	3	1	8	0	0	0	5	0	1	0	15	4	295	0	1	9	15	21	5	0	5	92	2	4	21	3	3	0	0	22	2	1	7	37	1	144	0	0	0	0
otu205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1471	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
otu206	0	0	0	31	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	13	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu207	146	79	288	331	24	11	46	11	24	3	12	21	146	11	10	2	1	4	9	71	9	149	12	23	25	13	232	5	28	11	11	34	609	12	42	1	60	59	10	26	1	42	2	110	37	66	14	2	0	54	27	6	11	8	96	35	19	8	67	62	12	15	1	59	10	159	5	0	152	2	5	33	15	14	52	22	13	7	24	41	30	17	49	12	67	74	349	318	19	197
otu208	9	1	5	1	6	0	0	1	7	27	1	0	4	0	0	1	14	0	1	2	2	0	6	0	0	3	46	1	19	5	0	0	14	2	1	6	1	1	3	10	0	3	3	4	1	3	1	0	2	7	12	6	0	4	1	0	64	2	3	0	34	0	1	0	1	5	4	0	0	0	4	46	0	0	0	0	5	2	0	6	12	0	0	1	1	20	0	4	0	0
otu209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	921	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	29	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu210	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	6	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	77	0	0	0	0	0	2	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	2	0
otu211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu212	3	74	38	190	10	1	23	17	48	70	11	12	11	215	15	25	10	0	1	35	10	30	21	16	34	2	26	17	30	17	4	54	31	11	21	5	1	21	9	4	24	10	0	1	3	10	46	44	66	60	4	73	137	6	26	3	0	15	38	148	2	4	18	24	0	18	6	19	4	2	10	7	4	94	1	3	138	19	3	3	15	2	39	15	128	10	3	35	1	11
otu213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	13	72	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
otu215	0	1	0	0	0	20	2	6	0	0	74	0	0	0	4	0	1	16	64	9	0	0	0	0	0	0	0	3	0	119	0	60	0	0	0	25	0	0	36	0	0	0	37	0	0	0	81	0	0	0	0	0	0	32	0	0	51	0	0	0	0	67	0	0	0	0	206	0	0	59	53	0	12	2	0	2	0	0	0	0	60	59	0	0	0	0	1	0	0	0
otu216	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	1	11	0	24	0	0	1	0	0	127	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	711	0	0	0	1	0	0	0	0
otu217	15	1	15	0	10	3	6	0	6	0	5	37	42	26	4	0	10	17	31	5	14	3	0	0	3	9	0	5	0	23	17	9	0	1	7	18	4	9	5	21	0	14	21	25	0	0	21	0	0	0	38	0	0	12	22	1	9	0	0	19	164	10	0	0	0	29	26	0	46	4	7	4	6	0	0	47	6	1	0	10	23	9	5	11	3	49	58	0	0	29
otu218	0	0	59	0	11	7	0	0	0	314	15	72	1	0	0	84	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	3	0	70	0	0	9	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	20	0	0	0	0	0	46	0	0	4	0	0	0	1	14	0	12	16	0	81	82	0	0	0	28	0	0	0	0	0	53	0	0	51	0	0	12	0
otu219	231	0	277	8	306	146	0	0	2	0	0	1	45	530	0	5	60	110	55	0	0	0	1	4	0	182	0	51	0	3	2	0	0	0	13	0	370	0	0	159	1	69	0	4	3	0	4	0	0	0	141	0	0	2	5	0	99	1	0	1	0	0	0	0	2	531	0	0	0	762	2	41	2369	5	5	8	101	0	0	1	64	129	0	1	14	401	0	0	1	0
otu220	2	137	87	165	7	5	29	14	30	50	8	21	18	261	14	18	22	8	3	52	4	12	32	75	57	0	65	12	44	25	3	26	30	26	35	1	6	17	2	1	45	25	0	7	2	18	119	47	78	53	2	62	58	7	37	3	4	32	89	264	7	2	35	28	0	7	8	31	11	2	14	10	65	162	6	2	134	8	4	9	15	1	35	7	99	22	7	44	1	9
otu221	0	0	0	0	37	0	0	0	1	0	0	78	0	51	28	0	2	71	25	0	1	0	19	0	0	3	0	0	0	89	42	393	0	0	12	1	71	0	0	12	0	0	0	0	1	0	13	0	0	63	0	0	25	0	128	14	0	1	0	0	0	0	0	1	19	93	48	0	425	0	28	0	22	12	0	55	20	0	0	40	0	35	0	11	0	60	128	0	0	0
otu222	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	736	0	0	0	16	0	187	10	0	0	0	0	0	0	0	0	0	0	0	0	1
otu223	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	4	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	67	0	0	0	4	0	2	0	1	1	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	50	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
otu224	0	0	0	0	0	0	0	0	0	1	0	0	0	0	356	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	2	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0
otu225	0	0	3	0	0	0	0	0	21	0	3	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	12	81	0	0	0	0	4	0	9	86	10	1	0	0	0	0	25	0	0	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0	2	0	3	19	0	1	0	0	0	0	0	0	0	0	1	1	0	96
otu226	729	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	113	10	0	15	0	0	0	0	0	0	0	0	31	1	0	0	0	0	0	0	0	0	9	0	0	0	115	0	2	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	17	0	0	0	273	0	0	0	0	0	0	0	0	0	6	0	0	0	0
otu227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88
otu228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	17	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	9	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
otu229	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu230	0	0	30	16	59	0	0	0	0	2	59	49	79	27	21	4	4	30	0	0	0	0	16	0	0	0	0	0	0	9	0	30	27	33	6	32	29	58	0	0	0	3	0	29	0	0	2	0	0	17	0	8	32	0	1	23	23	0	0	8	0	0	0	78	8	35	34	0	31	21	30	1	27	5	0	34	0	46	0	62	0	0	142	13	85	0	1	0	0	36
otu231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0
otu232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	1	0	0	0	0	0	0	0	0	0	0	0	82	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu233	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu234	0	0	0	0	1	0	0	0	0	0	0	119	0	54	0	36	419	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	30	0	0	24	20	0	0	0	0	0	0	79	0	0	44	0	0	24	6	0	0	0	0	52	3	0	0	0	0	0	0	21	0	0	0	0	0	0
otu235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	125	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	12	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	10	0	0	0	0	0	5	50	0	0	0	0	0	594	0
