OTU	Adenoma1.2065.S1.L001	Adenoma10.2757.S10.L001	Adenoma11.2775.S11.L001	Adenoma12.2799.S12.L001	Adenoma13.2803.S13.L001	Adenoma14.2817.S14.L001	Adenoma15.2847.S15.L001	Adenoma16.2873.S16.L001	Adenoma17.2937.S17.L001	Adenoma18.2967.S18.L001	Adenoma19.2971.S19.L001	Adenoma2.2113.S2.L001	Adenoma20.2995.S20.L001	Adenoma21.3129.S21.L001	Adenoma22.3133.S22.L001	Adenoma23.3141.S23.L001	Adenoma24.3217.S24.L001	Adenoma25.3273.S25.L001	Adenoma26.3373.S26.L001	Adenoma27.3379.S27.L001	Adenoma28.3391.S28.L001	Adenoma29.3399.S29.L001	Adenoma3.2123.S3.L001	Adenoma30.3509.S30.L001	Adenoma4.2143.S4.L001	Adenoma5.2243.S5.L001	Adenoma6.2453.S6.L001	Adenoma7.2475.S7.L001	Adenoma8.2555.S8.L001	Adenoma9.2717.S9.L001	Cancer1.2355.S61.L001	Cancer10.2567.S70.L001	Cancer11.2573.S71.L001	Cancer12.2575.S72.L001	Cancer13.2579.S73.L001	Cancer14.2611.S74.L001	Cancer15.2613.S75.L001	Cancer16.2619.S76.L001	Cancer17.2625.S77.L001	Cancer18.2629.S78.L001	Cancer19.2633.S79.L001	Cancer2.2455.S62.L001	Cancer20.2667.S80.L001	Cancer21.2671.S81.L001	Cancer22.2703.S82.L001	Cancer23.2705.S83.L001	Cancer24.2727.S84.L001	Cancer25.2735.S85.L001	Cancer26.2763.S86.L001	Cancer27.2771.S87.L001	Cancer28.2777.S88.L001	Cancer29.2801.S89.L001	Cancer3.2513.S63.L001	Cancer30.2863.S90.L001	Cancer4.2521.S64.L001	Cancer5.2523.S65.L001	Cancer6.2535.S66.L001	Cancer7.2537.S67.L001	Cancer8.2543.S68.L001	Cancer9.2547.S69.L001	Healthy1.2027.S31.L001	Healthy10.3087.S40.L001	Healthy11.3123.S41.L001	Healthy12.3211.S42.L001	Healthy13.3241.S43.L001	Healthy14.3245.S44.L001	Healthy15.3247.S45.L001	Healthy16.3251.S46.L001	Healthy17.3257.S47.L001	Healthy18.3293.S48.L001	Healthy19.3339.S49.L001	Healthy2.2779.S32.L001	Healthy20.3341.S50.L001	Healthy21.3347.S51.L001	Healthy22.3363.S52.L001	Healthy23.3367.S53.L001	Healthy24.3403.S54.L001	Healthy25.3405.S55.L001	Healthy26.3407.S56.L001	Healthy27.3439.S57.L001	Healthy28.3499.S58.L001	Healthy29.3529.S59.L001	Healthy3.3021.S33.L001	Healthy30.3291.66.S60.L001	Healthy4.3023.S34.L001	Healthy5.3043.S35.L001	Healthy6.3061.S36.L001	Healthy7.3063.S37.L001	Healthy8.3073.S38.L001	Healthy9.3075.S39.L001
otu364	40	10	26	0	54	15	116	34	30	11	30	41	33	40	31	29	2	38	13	113	38	182	71	1	138	9	48	81	15	20	30	111	1	17	12	3	16	0	4	22	0	10	32	7	3	0	29	0	0	10	4	0	18	44	35	0	7	0	1	58	11	7	0	0	6	37	6	0	38	5	42	13	38	33	5	29	43	24	34	41	42	25	54	9	29	24	0	0	28	18
otu365	0	0	0	0	66	0	0	3	29	0	0	9	0	0	0	0	1	0	20	17	16	0	0	0	83	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	11	0	0	16	0	0	0	0	0	6	0	0	0	0	0	5	0	3	0	0	0	0	0	0	27	0	0	0	0	0	0	0
otu366	5	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	120	0	0	0	0	0	0	1	0	0
otu367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu368	0	0	1	0	2	0	0	0	0	0	6	95	0	0	63	0	98	91	85	153	39	0	0	0	0	43	0	0	39	173	167	22	1	62	110	40	127	0	0	0	0	144	0	14	0	0	22	1	3	0	0	0	134	92	25	0	42	0	0	11	0	50	0	148	0	1	111	0	8	54	99	24	165	3	5	38	106	0	0	236	134	89	93	53	19	14	0	0	0	47
otu369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu370	0	0	0	0	0	1	2	1	1	0	1	8	0	2	0	1	4	8	0	0	7	13	0	0	0	1	0	0	1	6	0	2	0	2	0	28	2	0	11	2	1	10	104	0	1	0	1	0	0	0	23	0	0	6	5	0	3	0	1	0	44	7	0	0	0	1	0	0	1	1	4	0	2	0	0	10	4	0	0	4	0	0	3	12	3	1	0	0	1	0
otu371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	12	0	0	0	0	0	15	0	0	0	0	0	0	0	0
otu372	3	56	49	320	16	4	41	9	74	105	15	24	17	157	16	43	31	5	1	51	9	26	45	51	36	0	57	22	64	19	3	26	50	77	38	4	2	22	11	9	84	16	1	3	4	31	91	69	106	52	0	45	96	10	67	6	1	24	39	217	4	6	19	60	0	31	2	14	4	1	19	12	3	108	8	3	123	29	2	11	13	2	75	21	81	12	4	114	6	22
otu373	5	0	0	0	4	0	0	0	0	0	0	66	0	0	5	0	0	9	5	0	0	0	0	0	0	0	0	0	0	21	11	0	0	0	0	0	0	0	0	12	0	0	0	21	0	0	0	0	0	0	0	0	0	4	3	0	1	0	0	0	0	1	0	0	0	0	23	0	0	0	0	0	0	0	0	0	14	0	0	0	23	0	0	0	3	0	0	0	0	0
otu374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu375	16	1	0	0	30	16	0	0	0	0	14	0	0	0	0	0	1	100	0	9	19	0	0	0	24	10	0	0	20	0	0	5	0	46	0	0	0	0	59	0	1	0	0	7	0	0	0	0	1	109	23	12	0	0	0	0	0	0	6	0	9	3	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	88	6	0	0	0	0	0	1	0	0
otu376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	0	0	0	35	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu377	0	0	0	0	1	0	0	0	0	0	55	8	0	0	1	0	0	131	11	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	1	18	0	0	0	0	0	0	12	0	0	0	0	0	0	1	9	0	5	0	0	0	80	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	1	0	0	102	50	0	12	0	0	0	0	0	0
otu378	40	13	16	0	8	0	0	20	7	0	2	6	0	0	2	1	5	13	2	52	5	17	0	0	33	16	0	0	6	0	15	4	0	12	1	6	1	0	7	1	0	11	7	1	8	0	8	0	0	0	13	0	0	3	18	0	1	0	0	0	0	12	0	0	6	3	16	0	1	1	18	113	5	1	0	17	12	26	0	28	6	10	16	13	15	16	0	0	9	0
otu379	58	463	6	0	76	144	137	3	35	5	33	15	12	3	106	18	1	34	45	22	10	379	311	0	43	38	0	164	128	78	78	8	0	8	269	24	11	0	95	47	0	33	50	2	86	0	110	10	4	292	92	0	155	138	39	6	7	30	14	6	68	78	33	0	42	9	113	1	14	30	136	153	40	261	54	10	48	247	18	50	75	22	309	114	234	652	5	139	27	11
otu380	0	0	0	7	0	0	0	0	0	4	0	0	4	0	0	0	1	0	2	0	0	4	0	0	1	0	2	0	0	0	0	0	0	2	0	0	320	0	0	0	2	0	0	0	2	3	0	3	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	0	1	2	0	1	3	0	0	0	0	0	1	0	9	0	20	0	0	0	0	2
otu381	22	25	32	2	15	4	1	2	0	0	15	33	102	0	3	0	1	6	4	28	14	2	0	0	43	2	0	6	1	13	15	64	0	2	6	0	52	0	4	10	0	44	10	21	43	0	5	0	0	3	6	0	0	8	39	5	15	0	0	18	16	4	0	1	4	73	10	0	93	20	5	8	8	0	0	8	7	0	0	30	70	13	0	16	8	29	21	0	59	140
otu382	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu383	9	0	9	263	1	0	0	14	0	0	4	3	143	8	0	13	4	0	1	5	0	10	16	0	0	0	0	10	18	4	0	23	77	13	35	0	3	2	0	9	0	7	6	154	3	0	0	1	26	54	1	81	0	0	6	0	4	0	0	67	31	1	1	13	3	17	1	0	31	0	0	6	0	0	0	0	1	0	4	6	0	14	0	0	0	4	35	100	7	30
otu384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu385	0	0	0	0	0	0	0	0	0	0	0	246	0	1082	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu387	17	0	0	0	0	0	0	1	0	0	0	0	79	0	6	0	0	30	0	0	0	0	0	0	0	0	0	0	4	0	1	2	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
otu388	4	67	0	0	0	1	0	0	0	0	0	0	0	0	0	0	42	0	1	6	0	0	3	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	2	0	3	0	23	0	0	0	0	2	0	1	3	0	0	0	0	0	0	1	1	0	0	0	1	1	0	4	0	1	4	0	0	0
otu389	5	29	18	323	2	2	15	11	18	52	6	9	13	194	6	14	10	0	2	17	1	16	28	42	46	0	23	17	40	12	3	22	18	10	17	4	5	9	7	1	21	2	1	3	5	18	31	34	61	43	3	35	58	1	22	5	1	8	15	243	0	1	3	20	0	14	4	13	6	0	6	11	0	108	13	5	88	9	1	6	6	1	13	9	67	11	2	43	6	8
otu390	4	0	1	0	6	2	0	0	34	0	14	87	55	0	3	0	0	5	6	3	10	50	0	0	20	5	0	0	11	1	4	35	0	0	8	3	4	14	17	19	0	5	2	0	14	1	4	1	0	1	0	0	8	6	198	13	4	0	22	175	3	14	0	6	11	22	2	0	8	14	11	8	15	0	8	2	2	4	16	0	19	12	0	2	6	22	9	0	18	0
otu391	0	0	0	0	0	0	0	0	0	0	8	0	0	10	11	0	0	18	6	0	6	0	0	3	0	1	0	0	0	2	19	0	0	9	0	8	0	0	0	9	0	23	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	4	0	0	0	0	0
otu392	11	0	428	0	77	1	0	0	0	0	0	1	0	1	541	1	0	14	97	0	897	0	0	0	0	46	0	0	1	1	218	0	0	0	0	32	0	0	0	0	0	1	2	1	0	3	77	1	0	0	195	1	0	0	90	0	221	1	0	0	0	0	0	0	0	0	1523	0	57	1	35	195	0	0	0	22	15	0	0	0	161	131	1	0	6	9	0	0	0	0
otu393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0
otu395	27	0	7	0	0	0	0	0	0	0	0	0	0	0	22	0	2	20	4	0	12	0	0	2	1	175	0	4	0	0	72	51	0	0	0	133	53	0	0	15	4	26	203	0	0	0	13	0	4	0	52	1	3	12	3	66	254	0	1	0	8	30	0	0	1	0	27	0	61	71	33	0	8	3	6	26	0	0	0	39	32	48	6	4	2	0	0	0	0	7
otu396	2	0	0	0	0	0	0	3	0	0	0	0	0	0	21	1	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	1	1	0	0	44	0	0	0	0	0	48	0	0	0	0	0	0	0	131	0	0	1	0	0	0	2	0	0	0	0	0	0	50	0	0	0	1	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu397	0	1	4	1	0	1	0	0	0	0	0	2692	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
otu398	190	22	25	6	180	128	24	19	3	0	104	467	333	121	8	26	0	19	7	41	184	12	17	2	37	22	37	7	9	84	13	18	236	16	2	47	213	1	121	68	0	22	49	30	172	664	26	8	0	219	45	6	51	7	154	30	12	2	8	75	80	10	0	50	7	51	109	3	395	10	12	9	192	8	671	17	106	5	15	29	59	107	180	33	162	368	18	59	26	50
otu399	0	1	0	0	0	0	0	0	0	0	0	0	1	65	0	0	0	0	0	0	0	0	0	1	0	189	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu400	35	17	0	0	53	31	1	38	6	0	256	29	64	44	0	0	0	83	2	97	8	0	1	1	0	33	1	7	2	2	96	180	4	3	0	140	15	0	5	25	1	9	145	0	2	0	82	1	0	0	55	0	139	1	1274	2	112	0	2	5	368	2	0	3	1	60	74	2	43	4	33	258	1765	9	4	9	12	31	132	258	339	483	0	2	208	846	0	10	97	0
otu401	20	0	74	0	11	0	4	1	0	298	26	15	0	1	0	17	0	8	5	0	0	112	14	0	44	2	1	19	0	9	9	1	23	2	23	7	8	0	5	14	2	1	10	0	9	0	15	0	0	48	4	0	21	0	0	0	33	0	3	6	0	0	42	40	0	0	2	0	3	10	0	0	18	10	0	26	38	74	0	30	0	23	0	1	0	23	0	0	15	0
otu402	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	7	0	0	0	0	0	154	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	13	0	0	12	0	0	0	0	0	0	0	0	0
otu403	104	0	1	0	1	398	0	39	0	0	12	0	0	0	4	0	166	284	352	1	0	1	146	1	13	249	0	0	39	356	10	11	0	0	0	108	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	4	0	4	0	7	0	0	0	0	0	12	0	18	21	0	647	63	0	0	242	0	0	0	0	6	55	477	0	0	0	1	0	0	0
otu404	0	44	0	0	10	15	17	78	226	27	0	0	0	13	12	3	18	2	5	0	26	1	93	0	0	3	0	2	44	0	21	32	3	78	0	1	13	0	20	19	0	0	8	0	0	87	15	4	25	0	0	0	36	6	17	0	0	33	44	1	15	2	22	2	0	7	23	0	0	11	5	10	40	38	0	18	0	0	31	0	2	9	85	16	18	44	0	123	10	0
otu405	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1010	0	0	0	0	0	0	0	0	0	0	0	0	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491	0	0	0	0	0	0	0	0	0	0	0	0	0
otu406	1	0	0	0	0	17	0	52	0	0	0	0	0	0	40	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	37	0	0	0	0	0	0	0	0	1	0	0	0	0	0
otu407	14	1	0	0	4	1	0	6	0	0	0	3	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	1	12	0	0	0	0	10	0	0	0	0	0	12	0	4	36	0	1	62	0	0	0	2	0	0	0	0	0	0	6
otu408	551	1	2	13	127	796	3	117	0	0	1	150	0	1	0	1	22	279	904	1	0	0	5	0	0	173	3	0	0	58	394	69	3	0	1	0	456	0	4	108	0	0	0	2	0	1	1504	0	1	0	45	1	0	0	0	0	136	0	0	2	0	13	1	1	0	0	3147	0	5	226	10	665	49	4	3	788	128	1	2	0	2520	4073	54	0	0	147	0	0	232	0
otu409	20	39	3	24	33	55	47	8	0	4	10	9	20	4	29	16	27	10	2	7	4	8	23	12	68	0	0	15	3	7	6	5	9	5	0	7	0	0	5	4	1	0	8	0	10	0	17	0	0	0	2	0	4	4	89	0	34	0	10	56	22	21	5	24	0	13	25	0	0	4	5	7	84	6	12	24	15	7	8	66	4	61	19	1	6	8	0	153	6	8
otu410	11	0	0	0	2	1	0	0	0	0	2	0	0	0	0	1	0	10	2	3	2	0	0	0	0	6	0	1	0	7	0	1	0	0	0	0	0	0	0	5	0	0	10	0	0	0	1	0	0	0	4	0	0	3	67	0	6	0	0	0	1	0	0	0	2	4	2	0	1	6	1	4	31	0	1	34	0	0	0	0	1	2	0	1	0	52	0	0	0	0
otu411	6	18	2	12	1	0	0	0	2	11	0	8	62	24	2	4	3	0	2	0	7	7	2	0	1	3	4	2	4	4	2	0	4	0	15	22	2	25	3	14	3	61	4	32	31	0	3	0	0	2	36	1	4	1	85	18	5	0	1	4	8	25	0	3	69	13	3	17	102	2	1	2	41	10	0	9	5	1	5	2	0	1	8	1	2	46	18	0	70	54
otu412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu414	0	1	0	0	6	0	0	0	0	0	6	0	0	0	5	0	0	0	9	0	27	0	0	0	0	21	0	0	0	75	1	147	0	0	0	1	2	0	0	10	2	0	0	376	0	2	0	0	0	0	0	0	0	0	85	0	22	0	0	0	0	0	0	0	0	0	3	0	0	43	2	8	0	0	0	0	2	0	0	0	215	7	0	0	0	7	0	0	0	0
otu415	7	0	0	0	30	0	0	0	15	0	24	32	0	6	0	0	0	10	3	1	9	0	0	0	0	1	0	0	5	5	0	0	0	0	0	0	15	0	3	3	2	0	0	78	0	0	2	0	0	0	0	0	0	0	49	0	1	0	0	121	0	0	0	0	0	3	3	0	15	7	0	1	1	0	0	2	0	0	0	0	0	9	0	0	0	1	0	0	0	0
otu416	163	0	60	0	1	28	0	1	0	1	192	34	0	0	336	2	1	117	20	18	254	0	0	0	0	94	0	13	1	64	419	352	0	0	0	94	58	0	0	120	2	15	251	0	0	1	224	0	0	0	7	0	41	169	0	0	237	1	0	0	750	0	0	0	0	50	100	0	15	197	41	121	0	6	40	206	46	0	0	304	208	42	4	7	76	19	0	0	0	0
otu417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
otu418	2	0	0	6	0	0	0	1	0	0	3	0	1	0	0	1	0	2	0	0	0	1	0	7	3	0	218	0	1	1	0	1	21	2	1	0	1	7	1	0	3	0	0	3	0	11	0	3	6	0	2	4	0	0	2	1	4	0	1	12	3	0	3	3	2	6	4	3	3	1	0	1	0	0	1	0	0	0	51	6	0	0	1	0	0	3	19	23	1	2
otu419	0	0	0	0	0	0	243	1	0	1	0	0	0	0	49	45	0	0	0	154	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	6	0	0	0	0	0
otu420	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1594	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0
otu421	0	0	1	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	105	0	0	0	0	0	0	13	0
otu422	14	0	0	0	28	6	0	0	5	0	11	25	37	0	7	14	0	16	25	0	28	0	0	0	50	1	0	0	0	0	7	8	0	0	1	0	7	0	9	6	0	30	21	3	0	0	13	0	0	0	0	0	0	35	82	0	28	0	0	0	0	1	0	11	0	7	2	0	11	21	22	0	11	0	0	19	31	0	0	0	33	3	0	0	20	31	0	0	0	0
otu423	0	3	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	22	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	64	0	0	15	0	0	0	4	5	0	0	0	0	28	3	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
otu424	0	0	0	0	0	0	553	0	0	0	1	0	0	0	0	9	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
otu426	14	0	8	0	0	4	0	9	0	0	3	0	0	0	5	0	2	0	3	0	4	0	0	0	0	3	0	0	0	0	24	18	0	0	0	12	6	0	0	3	76	22	87	0	0	0	35	0	1	0	106	1	28	20	0	41	6	0	0	0	36	6	0	0	0	0	1	0	0	6	13	0	69	71	0	1	2	0	0	0	139	0	161	0	0	9	0	39	0	0
otu427	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	4	0	0	0	8	0	0	0	0	1	1	0	1	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	3	5	0	0	3	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	1	5
otu428	62	7	131	130	140	7	32	5	159	96	1	94	21	0	11	1	40	2	0	58	2	14	7	8	15	0	7	1	892	17	2	2	71	17	23	3	7	2	0	12	23	1	6	8	23	340	2	62	0	204	1	138	8	1	9	0	8	79	1	23	0	1	1	27	0	2	39	0	0	1	4	1	2	1	9	1	0	109	2	18	2	4	11	0	0	2	0	141	6	0
otu429	4	58	119	2	22	14	31	87	7	20	49	141	7	11	46	8	2	60	21	26	65	197	0	0	13	13	4	2	224	21	47	73	2	334	0	7	18	0	54	24	1	95	72	0	1	0	75	0	48	174	17	0	138	22	27	1	6	2	0	13	11	30	75	985	38	29	13	0	1	45	15	0	8	155	101	5	0	2	5	81	17	54	605	18	40	31	1	51	51	2
otu430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
